ID	Document
D3177	inverse precision algorithme requete rappel document systeme classement utilisateur
D3178	moteur inverse web document classement utilisateur systeme resultat index rappel
D3179	utilisateur collection algorithme resultat pertinent document inverse rappel classement information
D3180	utilisateur moteur resultat pertinent inverse document web rappel terme algorithme recherche texte
D3181	systeme index texte moteur classement algorithme information inverse
D3182	requete recherche systeme information rappel collection index indexation terme texte precision
D3183	indexation rappel texte inverse document information
D3184	collection recherche moteur rappel indexation
D3185	classement utilisateur terme collection indexation
D3186	resultat web classement rappel requete document pertinent
D3187	terme requete index inverse resultat pertinent collection texte
D3188	resultat precision index web indexation information algorithme
D3189	pertinent information recherche moteur texte rappel inverse web document algorithme
D3190	index requete precision texte rappel classement web indexation pertinent
D3191	document collection algorithme classement inverse information recherche indexation systeme web requete utilisateur
D3192	document rappel resultat inverse recherche terme texte utilisateur
D3193	information classement index inverse resultat precision web pertinent systeme document
D3194	index requete document utilisateur terme recherche texte rappel classement inverse indexation resultat
D3195	web rappel recherche algorithme information inverse document
D3196	recherche rappel classement document indexation texte information
D3197	collection indexation inverse terme web texte recherche document pertinent
D3198	document terme precision resultat collection information inverse indexation
D3199	systeme recherche index indexation rappel algorithme web requete texte collection resultat classement
D3200	systeme utilisateur document resultat terme
D3201	indexation requete pertinent inverse recherche
D3202	resultat precision rappel web classement
D3203	precision classement terme rappel systeme recherche utilisateur indexation web information
D3204	terme information utilisateur resultat indexation precision pertinent index texte
